FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Chris,Smalling,DEF,MUN,5300000,8,21,4.2,7.92452830188679E-07,3.9622641509434E-06,0,58825,1,2,0,0,0,0,0,4,393,-2,0,21,2,0.9,0,5,2,0,3,0,0,1.3,33980,0,0,0,0,375,1691,0,0,91,Chelsea,Newcastle,Brighton,Watford,Arsenal,4.2,5.9,6.1,5.4,2.5,4.3,5.6,4,2.6,5.6,5.1,2.8,5.5,4.2,4,6.2,3.5,4.7,4.4,6.1,3.7,4.5,2.9,6.3,3.8,6.2,4,5.3,11.8
Tommy,Smith,DEF,HUD,4900000,0,24,2.4,4.89795918367347E-07,4.89795918367347E-06,0,22027,4,12,0,0,0,0,0,4.9,231,-1,0,24,1,0.1,0,0.3,2,0,3,0,0,0.4,11615,0,0,0,0,844,53,0,0,137,West Brom,Bournemouth,Man City,Arsenal,Everton,2.9,1.7,1.7,1.2,1.2,2.8,1.9,2.6,2,2.4,2.4,1.2,2.9,1.6,2.8,1.2,2.5,1.8,1.8,1.8,3.6,1.5,1.8,2.3,1.9,2.1,1.2,2.9,27.4
Robert,Snodgrass,MID,WHU,5800000,0,0,0,0,0,0,227308,0,0,0,0,0,0,0,0,193,-2,0,0,2,0,0,0,0,0,0,0,0,0.6,1806,0,0,0,0,0,0,0,0,0,Liverpool,Watford,Leicester,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramadan,Sobhi,MID,STK,4700000,3,12,0.4,8.51063829787234E-08,2.5531914893617E-06,0,34030,0,9,0,0,0,0,0,2.6,250,-3,0,12,3,0.2,0,1,0,0,1,0,1,0.4,9477,0,0,0,0,272,127,0,0,42,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,9.1
Dominic,Solanke,FWD,LIV,4700000,1,6,0.2,4.25531914893617E-08,1.27659574468085E-06,0,135489,0,2,0,0,0,0,0,1.3,1020,-3,0,6,3,0.2,0,0.8,0,0,0,0,0,1.6,43207,0,0,0,0,82,825,0,0,11,West Ham,Southampton,Chelsea,Stoke,Brighton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.4
Heung-Min,Son,MID,TOT,7900000,3,23,0.766666666666667,9.70464135021097E-08,2.91139240506329E-06,0,66874,0,2,0,0,0,1,0,2.9,1138,-1,0,23,1,0.4,0,3.5,0,0,4,0,0,1.2,67555,0,0,0,0,407,5198,0,0,73,Crystal Palace,Arsenal,West Brom,Leicester,Watford,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,36.9
Pape,Souare,DEF,CRY,4500000,0,0,0,0,0,0,559,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,8,0,0,0,Tottenham,Everton,Stoke,Brighton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Souttar,DEF,STK,4000000,0,0,0,0,0,0,3371,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0.1,7241,0,0,0,0,0,55,0,0,0,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julian,Speroni,GLK,CRY,4000000,1,6,0.2,5E-08,1.5E-06,0,32438,0,4,0,6,0,0,0,1.5,631,0,0,6,0,0.4,0,1.5,0,0,0,0,0,2.8,62611,0,0,0,0,270,3112,0,0,38,Tottenham,Everton,Stoke,Brighton,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.4
Junior,Stanislas,MID,BOU,5900000,2,21,4.2,7.11864406779661E-07,3.55932203389831E-06,0,5981,1,5,0,0,0,1,0,3.6,875,-1,0,21,1,0.8,0,5,3,0,1,0,1,0.3,11930,0,0,0,1,403,412,0,0,79,Newcastle,Huddersfield,Swansea,Burnley,Southampton,0,5.3,5.2,4.9,4.2,4.1,2.6,5.2,2.7,5.6,6.1,3.4,5.8,4,4.5,4.7,3.9,5.4,3.9,3.8,5,4.6,5.5,2.9,4.4,4.4,5.1,4.5,28.3
Jon Gorenc,Stankovic,DEF,HUD,4000000,0,0,0,0,0,0,4240,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2256,0,0,0,0,0,20,0,0,0,West Brom,Bournemouth,Man City,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maarten,Stekelenburg,GLK,EVE,4300000,0,0,0,0,0,0,15180,0,0,0,0,0,0,0,0,104,-2,0,0,2,0,0,0,0,0,0,0,0,0.4,1640,0,0,0,0,0,19,0,0,0,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dale,Stephens,MID,BHA,4500000,2,26,2.6,5.77777777777778E-07,5.77777777777778E-06,0,47934,0,11,0,0,0,0,0,5.8,1260,0,0,26,0,0.5,0,2.3,0,0,3,0,1,1.7,101575,0,0,0,0,900,501,0,0,159,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,2.5,2.4,1.3,2.9,2.7,1.7,1.6,2.5,1.6,2,1.8,2.8,1.5,1.9,2,3,1.7,2.6,3.1,2.5,1.3,2.7,2.7,1.8,1.9,2.1,2.2,1.3,32
Jack,Stephens,DEF,SOU,4600000,0,15,0.5,1.08695652173913E-07,3.26086956521739E-06,0,48116,0,4,0,0,0,0,0,3.3,125,-4,0,15,4,0,0,0,1,0,2,0,0,0.2,13629,0,0,0,0,360,25,0,0,85,Burnley,Liverpool,Everton,Man City,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,15.1
Raheem,Sterling,MID,MCI,8200000,7,57,1.9,2.31707317073171E-07,6.95121951219512E-06,0,443290,1,4,0,0,0,7,0,7,16275,2,0,57,-2,0.8,0,6.3,4,0,3,0,2,13.6,842794,0,0,0,2,506,15319,0,1,197,Arsenal,Leicester,Huddersfield,Southampton,West Ham,1.8,1.1,1.1,1.1,1.7,1,1.7,1,1.6,1.2,1.2,1,1,1.6,1.4,1.4,1.6,1,1,1.1,1.3,1.7,1.2,1.1,1.5,1.2,1.6,1.3,84
,Steve Cook,DEF,BOU,4800000,2,8,0.266666666666667,5.55555555555556E-08,1.66666666666667E-06,0,21504,3,12,0,0,0,0,0,1.7,108,-2,0,8,2,0.2,0,1,0,0,0,0,0,0.4,1767,0,0,0,0,579,26,0,0,73,Newcastle,Huddersfield,Swansea,Burnley,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,23.8
John,Stones,DEF,MCI,5600000,1,43,4.3,7.67857142857143E-07,7.67857142857143E-06,0,203789,0,5,0,0,0,0,0,7.7,6608,1,0,43,-1,0.7,0,4,2,0,6,0,0,9.7,395057,0,0,0,0,764,2996,0,0,207,Arsenal,Leicester,Huddersfield,Southampton,West Ham,5.9,3.6,4.9,4.7,5.9,3.3,4.6,4.6,5.2,4.5,5.3,4.8,3.8,5.5,5.9,5.2,4.6,3.4,4.3,4.7,5.8,3.8,4.7,5,4,4.7,5.8,5.3,26.4
Daniel,Sturridge,FWD,LIV,8000000,6,23,2.9,3.625E-07,2.875E-06,0,30698,0,3,0,0,0,2,0,2.9,359,0,0,23,0,0.3,0,2.5,0,0,2,0,1,0.7,22564,0,0,0,0,362,1763,0,0,101,West Ham,Southampton,Chelsea,Stoke,Brighton,1.6,2.8,2.4,2.3,1.8,4.2,3.7,2.2,1.4,2.7,3.5,1.9,2.7,1.8,1.5,2.5,1.9,3.6,3.5,1.4,2.9,2.5,2.4,3.8,1.7,3.9,1.7,3.6,46.7
Isaac,Success,MID,WAT,5300000,0,0,0,0,0,0,2333,0,0,0,0,0,0,0,0,13,-2,0,0,2,0,0,0,0,0,0,0,0,0,424,0,0,0,0,0,0,0,0,0,Everton,West Ham,Newcastle,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew,Surman,MID,BOU,4600000,2,34,3.8,8.26086956521739E-07,7.39130434782609E-06,0,106557,0,11,0,0,0,2,0,7.4,3627,1,0,34,-1,0.9,0,4,5,0,1,0,0,5.9,348442,0,0,0,1,810,8046,0,0,152,Newcastle,Huddersfield,Swansea,Burnley,Southampton,3.5,4.6,4.6,4.2,3.6,3.6,2.2,4.6,2.2,4.9,5.5,2.9,5.1,3.4,3.8,4,3.3,4.7,3.3,3.3,4.3,4,4.8,2.4,3.8,3.8,4.4,3.9,34.8
Markus,Suttner,DEF,BHA,4400000,0,20,2.9,6.59090909090909E-07,4.54545454545455E-06,0,39393,0,8,0,0,0,0,0,4.5,618,-1,0,20,1,0.1,0,0.5,1,0,2,0,0,0.7,29586,0,0,0,0,630,65,0,0,104,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,2.2,3.1,1.5,4.4,3.6,2.4,2.5,3.2,2.9,2.7,2.2,3.2,2.5,2.6,2.7,3.7,2.3,2.4,3.7,1.8,1.8,2.7,3.6,3.3,2.8,2.7,2.9,1.8,12.8
Dusan,Tadic,MID,SOU,6400000,2,26,2.6,4.0625E-07,4.0625E-06,0,205730,2,9,0,0,0,1,0,4.1,1561,-1,1,26,1,0.3,0,2,0,0,4,0,0,2.3,149671,0,0,0,0,817,295,-1,0,116,Burnley,Liverpool,Everton,Man City,Bournemouth,2.1,1.5,3,1.4,2.5,2.7,2.3,2.5,2.3,2,1.4,2.5,2.5,1.5,1.9,1.9,2.3,2.5,1.9,2.2,3,2.2,1.6,1.5,2.1,2.4,2.9,1.3,68.3
Matt,Targett,DEF,SOU,4300000,0,0,0,0,0,0,5525,0,0,0,0,0,0,0,0,20,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,751,0,0,0,0,0,17,0,0,0,Burnley,Liverpool,Everton,Man City,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Tarkowski,DEF,BUR,4500000,0,26,2.9,6.44444444444444E-07,5.77777777777778E-06,0,8247,2,9,0,0,0,0,0,5.8,158,0,0,26,0,0.4,0,2,0,0,3,0,0,0.5,25584,0,0,0,0,810,162,0,0,151,Southampton,Swansea,Arsenal,Bournemouth,Leicester,3,2.1,3.4,2.7,1.9,2.7,2.8,2.8,2.5,1.7,2.8,3.3,3.6,2.6,2.5,2,2.6,2.5,2.5,2.6,2.3,2.8,3.8,2.5,2.6,3.3,1.8,2.9,33
Charlie,Taylor,DEF,BUR,4300000,0,0,0,0,0,0,9231,0,0,0,0,0,0,0,0,76,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1925,0,0,0,0,0,30,0,0,0,Southampton,Swansea,Arsenal,Bournemouth,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stuart,Taylor,GLK,SOU,4000000,0,0,0,0,0,0,6014,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0.4,12213,0,0,0,0,0,67,0,0,0,Burnley,Liverpool,Everton,Man City,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Tomkins,DEF,CRY,4300000,1,5,0.166666666666667,3.87596899224806E-08,1.16279069767442E-06,0,51288,0,4,0,0,0,0,0,1.2,102,-2,0,5,2,0.1,0,0.3,0,0,0,0,0,0.5,3962,0,0,0,0,232,83,0,0,34,Tottenham,Everton,Stoke,Brighton,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9.2
Fikayo,Tomori,DEF,CHE,4500000,0,0,0,0,0,0,608,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,0,0,0,0,4,0,0,0,Man Utd,West Brom,Liverpool,Swansea,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andros,Townsend,MID,CRY,5700000,6,23,2.3,4.03508771929825E-07,4.03508771929825E-06,0,91486,0,19,0,0,0,0,0,4,304,-3,0,23,3,0.5,0,3,1,0,0,0,1,1,16646,0,0,0,0,855,263,0,0,139,Tottenham,Everton,Stoke,Brighton,West Brom,1.3,2.9,2,1.2,1.2,2.4,1.4,1.3,2,2.7,1.2,1.6,2.1,1.2,1.4,2.4,2,1.6,1.8,1.6,1.3,2.3,1.7,2,1.7,2.3,1.3,2.2,49.1
Kieran,Trippier,DEF,TOT,5600000,0,48,6,1.07142857142857E-06,8.57142857142857E-06,0,206027,0,5,0,0,0,0,0,8.6,12758,1,0,48,-1,1.3,0,7,6,0,4,0,4,8.5,454172,0,0,0,2,633,12041,0,0,210,Crystal Palace,Arsenal,West Brom,Leicester,Watford,8.4,6,8.4,6.2,9,7.8,8.3,6.6,8.3,7.2,8.6,7.6,7.1,8.5,7.3,6.6,8.8,7.7,8.4,7.9,8.3,8.4,7.8,6,7.8,6.8,7.7,7,40.5
Axel,Tuanzebe,DEF,MUN,3900000,0,0,0,0,0,0,78405,0,0,0,0,0,0,0,0,767,-1,0,0,1,0,0,0,0,0,0,0,0,1.7,71317,0,0,0,0,0,605,0,0,0,Chelsea,Newcastle,Brighton,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Tymon,DEF,STK,4400000,0,0,0,0,0,0,755,0,0,0,0,0,0,0,0,14,-1,0,0,1,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,1,0,0,0,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonardo,Ulloa,FWD,LEI,4800000,0,0,0,0,0,0,12258,0,0,0,0,0,0,0,0,177,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,8245,0,0,0,0,0,92,0,0,0,Stoke,Man City,West Ham,Tottenham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio,Valencia,DEF,MUN,6700000,5,59,5.9,8.80597014925373E-07,8.80597014925373E-06,0,293629,3,4,0,0,0,1,0,8.8,3764,2,0,59,-2,0.7,0,4.5,6,0,8,0,0,14.3,476213,0,0,0,1,900,8178,0,0,239,Chelsea,Newcastle,Brighton,Watford,Arsenal,6.9,8.9,8.9,8,4.5,7,8.7,6.1,4.6,8.5,8.1,4.9,8.6,6.8,6.6,8.9,5.9,7.6,6.1,8.9,6,7.3,5,8.9,6.3,8.9,6.3,7.8,38.5
Enner,Valencia,FWD,WHU,5000000,0,0,0,0,0,0,1898,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,483,0,0,0,0,0,2,0,0,0,Liverpool,Watford,Leicester,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,van Aanholt,DEF,CRY,5200000,1,7,0.233333333333333,4.48717948717949E-08,1.34615384615385E-06,0,140776,2,16,0,0,0,0,0,1.3,715,-3,0,7,3,0.2,0,1,0,0,0,0,0,1.1,13522,0,0,0,0,588,21,0,0,76,Tottenham,Everton,Stoke,Brighton,West Brom,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,23.7
Mike,van der Hoorn,DEF,SWA,4400000,1,14,0.466666666666667,1.06060606060606E-07,3.18181818181818E-06,0,3876,1,3,0,0,0,0,0,3.2,49,-1,0,14,1,0.1,0,0.3,1,0,2,0,0,0.1,2639,0,0,0,0,279,55,0,0,67,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.9
Virgil,van Dijk,DEF,SOU,5400000,2,14,2.8,5.18518518518518E-07,2.59259259259259E-06,0,71002,0,5,0,0,0,0,0,2.6,857,-1,0,14,1,0.6,0,3.3,3,0,1,0,0,2,56565,0,0,0,1,363,2135,0,0,82,Burnley,Liverpool,Everton,Man City,Bournemouth,2.5,2.1,2.2,2.1,2.7,3.1,2.1,3,3,2.9,1.8,3.9,3.8,2.2,3,2.9,3,3,2.5,2.5,2.6,2.6,1.9,2,1.9,2.6,2.1,1.7,20.6
Rajiv,van La Parra,MID,HUD,4900000,1,13,1.3,2.6530612244898E-07,2.6530612244898E-06,0,6882,2,9,0,0,0,0,0,2.7,60,-1,0,13,1,0.3,0,1.3,0,0,1,0,0,0.1,2040,0,0,0,0,509,12,0,0,38,West Brom,Bournemouth,Man City,Arsenal,Everton,0,0.6,0.6,0.6,0.8,0.8,0.6,0.6,0.6,0.8,0.8,0.6,1.1,0.6,0.9,0.6,1,0.6,0.6,0.9,1,0.6,0.6,0.6,0.6,1.3,0.6,1.1,22.4
Jamie,Vardy,FWD,LEI,8600000,8,50,5,5.81395348837209E-07,5.81395348837209E-06,0,763417,1,13,0,0,0,6,0,5.8,8613,1,0,50,-1,0.4,1,3.5,9,0,3,0,0,14.5,1022529,0,0,0,1,875,11010,0,0,197,Stoke,Man City,West Ham,Tottenham,Burnley,5.9,5.7,4.7,5.2,6.5,4.7,5.3,7.5,6.3,6.6,4.1,6.9,5,5.9,5.6,5.7,4.5,7.3,7.3,5.1,7.3,5.1,7,5.4,5.7,5.6,7.1,4.5,75.7
Jan,Vertonghen,DEF,TOT,6000000,2,40,4,6.66666666666667E-07,6.66666666666667E-06,0,162077,2,7,0,0,0,0,0,6.7,1724,0,0,40,0,0.8,0,4.5,1,0,5,0,1,7.5,83025,0,0,0,0,900,5049,0,0,221,Crystal Palace,Arsenal,West Brom,Leicester,Watford,5.6,3.2,5.2,3.3,5.9,4.4,5,3.6,4.9,4,5.2,4.3,3.9,5,4.1,3.6,5.2,5.1,5.1,4.5,4.8,4.9,4.4,3.2,4.7,4.2,4.7,3.9,38.3
Nikola,Vlasic,MID,EVE,5500000,0,7,0.233333333333333,4.24242424242424E-08,1.27272727272727E-06,0,963,0,7,0,0,0,0,0,1.3,40,0,0,7,0,0.3,0,1.5,0,0,0,0,0,0,2056,0,0,0,0,258,30,0,0,35,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15.8
Sam,Vokes,FWD,BUR,5800000,0,20,3.3,5.68965517241379E-07,3.44827586206897E-06,0,369179,0,4,0,0,0,2,0,3.4,3068,-2,1,20,2,0.1,0,0.3,3,0,1,0,0,2.7,291943,0,0,0,1,347,26,-1,0,64,Southampton,Swansea,Arsenal,Bournemouth,Leicester,0,2.7,3.9,3.7,2.8,2.9,4,3.2,2.4,2.1,2.8,3.9,4,3.1,2.9,2.7,3.2,2.7,4.4,2.9,2.3,3.1,4.2,3.5,3.8,3.7,2,3.9,22.6
Michel,Vorm,GLK,TOT,4900000,0,0,0,0,0,0,2788,0,0,0,0,0,0,0,0,28,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,570,0,0,0,0,0,10,0,0,0,Crystal Palace,Arsenal,West Brom,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Molla,Wague,DEF,WAT,4500000,0,1,0.0333333333333333,7.40740740740741E-09,2.22222222222222E-07,0,526,0,1,0,0,0,0,0,0.2,14,0,0,1,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,45,8,0,0,5,Everton,West Ham,Newcastle,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
Theo,Walcott,MID,ARS,7200000,0,3,0.1,1.38888888888889E-08,4.16666666666667E-07,0,113104,0,0,0,0,0,0,0,0.4,359,-3,0,3,3,0,0,0.3,0,0,0,0,0,0.7,12248,0,0,0,0,46,91,0,0,5,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Kyle,Walker,DEF,MCI,6600000,3,46,5.1,7.72727272727273E-07,6.96969696969697E-06,0,640540,1,5,0,0,0,0,0,7,5088,1,0,46,-1,0.7,0,4.3,1,0,6,0,4,14.6,333505,1,0,0,1,763,4017,0,1,218,Arsenal,Leicester,Huddersfield,Southampton,West Ham,7.4,4.6,6.2,6,7.3,4.3,5.9,5.9,6.6,5.8,6.3,6.1,4.9,6.9,7.4,6.6,5.8,4.5,5.5,6,7.2,4.9,6.1,6.4,5.2,6,7.3,6.7,32.1
Kyle,Walker-Peters,DEF,TOT,4200000,0,7,0.233333333333333,5.55555555555555E-08,1.66666666666667E-06,0,100488,0,0,0,0,0,0,0,1.7,745,-3,0,7,3,0.1,0,0.3,0,0,1,0,0,1,91000,0,0,0,0,98,414,0,0,33,Crystal Palace,Arsenal,West Brom,Leicester,Watford,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.4
Jonathan,Walters,MID,BUR,5200000,0,2,0.0666666666666667,1.28205128205128E-08,3.84615384615385E-07,0,28739,0,1,0,0,0,0,0,0.4,50,-3,0,2,3,0,0,0,0,0,0,0,0,0.1,1376,0,0,0,0,27,3,0,0,0,Southampton,Swansea,Arsenal,Bournemouth,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
Victor,Wanyama,MID,TOT,4800000,0,3,0.1,2.08333333333333E-08,6.25E-07,0,37184,0,2,0,0,0,0,0,0.6,151,-2,0,3,2,0,0,0,0,0,0,0,0,0.3,4264,0,0,0,0,98,6,0,0,14,Crystal Palace,Arsenal,West Brom,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2
Danny,Ward,GLK,LIV,4500000,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,0,11,0,0,0,West Ham,Southampton,Chelsea,Stoke,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Ward,DEF,CRY,4800000,0,8,0.9,1.875E-07,1.66666666666667E-06,0,18418,2,16,0,0,0,0,0,1.7,143,-2,0,8,2,0.2,0,1,0,0,0,0,0,0.2,2572,1,0,0,0,779,39,0,0,109,Tottenham,Everton,Stoke,Brighton,West Brom,0.4,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.4,0.7,0.4,0.4,0.5,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.6,0.6,0.4,0.4,0.7,29
Stephen,Ward,DEF,BUR,4700000,0,44,4.9,1.04255319148936E-06,9.36170212765957E-06,0,165251,0,9,0,0,0,1,0,9.4,5251,2,0,44,-2,0.8,0,3.8,7,0,3,0,1,14.6,730395,0,0,0,1,800,11202,0,0,182,Southampton,Swansea,Arsenal,Bournemouth,Leicester,6.4,4.8,7,5.8,4.4,5.8,6.1,6.1,5.5,4.1,5.9,6.8,6.1,5.7,5.5,4.6,5.6,5.6,5.5,5.7,5.2,6.1,7.4,5.5,5.7,6.8,4.3,6.2,36.1
James,Ward-Prowse,MID,SOU,5100000,5,13,0.433333333333333,8.49673202614379E-08,2.54901960784314E-06,0,109020,0,3,0,0,0,0,0,2.5,187,-4,0,13,4,0.3,0,1.3,0,0,1,0,1,0.6,15087,0,0,0,0,254,63,0,0,44,Burnley,Liverpool,Everton,Man City,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,16.3
Ben,Watson,MID,WAT,4400000,0,2,0.0666666666666667,1.51515151515152E-08,4.54545454545455E-07,0,8674,0,2,0,0,0,0,0,0.5,171,-1,0,2,1,0.1,0,0.3,0,0,0,0,0,0.2,10949,0,0,0,0,11,79,0,0,8,Everton,West Ham,Newcastle,Man Utd,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
