,Week,Mins,Goals,Assists,Clean_Sheets,Goals_Conceded,Yellow_Cards,Red_Cards,Saves,Bonus,PPI,BPS,Net_Transfers,Value,Points,serialID,ID,Name,Team,Position,Availabilty,Selection,EA_INDEX,Price
153,741,0,0,0,0,0,0,0,0,0,0,0,-1659,164.7,0,154,154,Conor McAleny,EVE,FWD,0,0.1,0,4.3
377,741,1347,2,3,6,16,3,0,0,4,225,210,-13602,237.2,62,378,378,Aaron Lennon,EVE,MD,100,0.7,225,6.2
543,741,1284,0,0,3,16,8,0,0,0,145,203,-24469,176.4,29,544,544,Muhamed Besic,EVE,MD,100,0.3,145,4.5
566,741,113,0,1,0,5,0,0,0,0,17,43,-3729,218.7,9,567,567,Christian Atsu,EVE,MD,100,0.1,17,5.7
588,738,787,3,1,1,18,1,0,0,3,131,172,2538,195.9,39,589,589,Samuel Eto'o,EVE,FWD,0,0.6,131,5.2
650,570,0,0,0,0,0,0,0,0,0,0,0,1429,80,0,651,651,Russell Griffiths,EVE,GK,,0.1,0,4
699,75,173,0,0,0,2,1,0,0,0,22,19,93,8,3,700,700,Brendan Galloway,EVE,DEF,,0,22,4
154,742,2340,0,0,5,39,0,0,64,7,208,365,-3334,183.9,88,155,155,Allan McGregor,HUL,GK,100,2.3,208,4.7
155,742,852,0,0,4,10,0,0,30,3,88,161,342,168.2,42,156,156,Steve Harper,HUL,GK,100,0.2,88,4.4
156,742,581,0,2,1,9,0,0,0,0,75,132,-31090,160,26,157,157,Liam Rosenior,HUL,DEF,100,0.3,75,4.1
157,742,1868,2,0,8,21,5,1,0,8,231,395,-10829,167.1,82,158,158,James Chester,HUL,DEF,100,2.5,231,4.3
158,742,1694,1,0,5,22,2,0,0,1,177,287,32390,149.1,57,159,159,Paul McShane,HUL,DEF,100,2.4,177,3.9
159,742,0,0,0,0,0,0,0,0,0,0,0,358,150.8,0,160,160,Joe Dudgeon,HUL,DEF,100,0,0,3.9
160,742,1449,0,1,4,17,3,0,0,0,163,234,-244708,149.9,49,161,161,Alex Bruce,HUL,DEF,100,10.9,163,4
161,742,209,0,0,0,5,0,0,0,0,7,27,-23929,158.7,4,162,162,Maynor Figueroa,HUL,DEF,100,0.4,7,4.1
162,742,1812,0,0,4,31,2,0,0,5,159,316,-86069,183.2,47,163,163,Curtis Davies,HUL,DEF,100,1.7,159,4.7
163,742,1637,1,3,4,25,3,1,0,1,221,296,11164,169.8,57,164,164,Stephen Quinn,HUL,MD,100,0.7,221,4.4
164,742,1762,0,2,6,23,2,0,0,5,255,290,-5830,173.7,59,165,165,Robbie Brady,HUL,MD,100,0.2,255,4.4
165,742,1729,1,1,5,28,7,1,0,3,187,255,-825,180.6,51,166,166,David Meyler,HUL,MD,100,0.1,187,4.7
166,742,3420,2,5,10,51,4,0,0,7,463,589,46307,186.8,114,167,167,Ahmed Elmohamady,HUL,MD,100,2.4,463,5
168,742,2539,0,3,9,36,5,2,0,4,283,383,-50570,203.3,70,169,169,Tom Huddlestone,HUL,MD,100,1.2,283,5.3
169,742,3029,1,1,9,46,10,0,0,0,305,408,-24310,198.8,75,170,170,Jake Livermore,HUL,MD,0,0.5,305,5.1
170,742,1242,1,0,4,19,2,0,0,2,164,96,-1726,174.7,45,171,171,Sone Aluko,HUL,MD,100,0.1,164,4.4
171,742,301,0,0,1,4,0,0,0,0,44,19,-42739,194.1,9,172,172,Tom Ince,HUL,MD,0,0.5,44,5
172,742,39,0,0,0,0,0,0,0,0,7,4,-60059,214.2,1,173,173,Robert Snodgrass,HUL,MD,100,0.3,7,5.6
173,742,1805,8,1,8,25,3,0,0,6,225,238,-32445,220.2,84,174,174,Nikica Jelavic,HUL,FWD,100,1.1,225,5.6
174,742,0,0,0,0,0,0,0,0,0,0,0,-281,171,0,175,175,Nick Proschwitz,HUL,FWD,0,0,0,4.5
176,742,59,0,0,0,2,0,0,0,0,6,12,55,187,4,177,177,Yannick Sagbo,HUL,FWD,100,0,6,4.9
351,742,1014,1,3,2,15,1,1,0,3,151,158,-6723,206,45,352,352,Gast—n Ram’rez,HUL,MD,100,0.1,151,5.4
364,742,2432,1,0,7,42,7,0,0,3,267,393,-105346,176.7,71,365,365,Michael Dawson,HUL,DEF,100,1.5,267,4.6
510,742,934,4,0,2,21,2,0,0,4,125,154,7094,200.8,48,511,511,Mohamed Diam_,HUL,MD,100,0.8,125,5.1
544,742,1526,0,2,3,27,7,0,0,4,170,282,1165,165.5,45,545,545,Andrew Robertson,HUL,DEF,100,0.5,170,4.2
545,742,94,0,0,0,3,1,0,0,0,16,20,-2805,158.4,1,546,546,Harry Maguire,HUL,DEF,100,0.1,16,4.1
593,736,1313,4,1,4,17,2,0,0,1,178,149,4449,234,56,594,594,Abel Hern‡ndez,HUL,FWD,100,0.1,178,6.3
617,721,228,0,0,1,2,0,0,8,0,19,39,83691,128.7,11,618,618,Eldin Jakupovic,HUL,GK,,2.7,19,4
622,706,0,0,0,0,0,0,0,0,0,0,0,3400,120,0,623,623,Rory Watson,HUL,GK,100,0.1,0,4
675,466,1195,5,1,5,18,3,0,0,7,222,135,22642,82.5,55,676,676,Dame N'Doye,HUL,FWD,100,0.4,222,5.5
177,748,2160,0,0,6,37,0,0,80,6,249,366,-12754,169.2,83,178,178,Kasper Schmeichel,LEI,GK,100,4.9,249,4.5
178,748,720,0,0,3,8,0,0,19,2,76,126,169967,153.1,31,179,179,Ben Hamer,LEI,GK,100,6.8,76,4
179,748,3285,2,2,10,53,1,1,0,8,445,585,102853,169.1,112,180,180,Wes Morgan,LEI,DEF,100,3.2,445,4.6
180,748,1989,1,2,7,28,6,0,0,3,209,331,153822,148.4,72,181,181,Marcin Wasilewski,LEI,DEF,100,5.3,209,3.9
181,748,937,0,0,1,19,4,0,0,0,105,114,-8057,150.4,13,182,182,Liam Moore,LEI,DEF,100,1.4,105,3.9
182,748,1883,0,1,3,38,3,0,0,1,212,307,-7801,167.4,44,183,183,Ritchie de Laet,LEI,DEF,100,0.3,212,4.3
183,748,2531,3,2,8,40,4,0,0,2,307,403,91990,171,98,184,184,Jeffrey Schlupp,LEI,DEF,100,2.2,307,4.5
184,748,2244,1,1,5,38,3,2,0,5,241,356,6659,170.2,62,185,185,Paul Konchesky,LEI,DEF,100,0.6,241,4.4
185,748,373,0,0,1,8,0,0,0,0,34,45,-15764,148.7,6,186,186,Matthew Upson,LEI,DEF,100,0.5,34,3.9
186,748,1488,0,0,2,27,1,0,0,0,149,221,-14254,194.4,39,187,187,Daniel Drinkwater,LEI,MD,100,0.1,149,5
187,748,778,0,0,2,13,3,0,0,0,79,114,-2623,169.4,20,188,188,Dean Hammond,LEI,MD,100,0.1,79,4.4
188,748,1895,0,1,5,33,2,1,0,0,183,304,-6730,167.5,49,189,189,Matthew James,LEI,MD,0,0.1,183,4.4
189,748,2079,4,5,6,31,0,0,0,9,431,403,22736,186.7,102,190,190,Riyad Mahrez,LEI,MD,100,0.9,431,4.9
190,748,335,0,0,1,4,0,0,0,0,39,38,-3377,195,13,191,191,Anthony Knockaert,LEI,MD,100,0.1,39,5
191,748,1376,2,1,3,17,1,0,0,5,184,270,30370,165.5,57,192,192,Andy King,LEI,MD,100,1.6,184,4.2
192,748,18,0,0,0,1,0,0,0,0,0,2,-702,162.6,1,193,193,Gary Taylor-Fletcher,LEI,MD,,0.4,0,4.2
193,748,1031,2,4,6,9,3,0,0,8,225,239,34188,162.8,60,194,194,Marc Albrighton,LEI,MD,100,3.1,225,4.3
194,748,1711,5,2,3,31,3,0,0,4,272,215,-45009,189.9,70,195,195,David Nugent,LEI,FWD,100,0.4,272,4.9
195,748,2241,5,12,7,40,5,0,0,10,442,351,205799,180,120,196,196,Jamie Vardy,LEI,FWD,100,4.9,442,4.6
196,748,114,1,0,0,3,0,0,0,0,15,26,-6511,165.3,11,197,197,Chris Wood,LEI,FWD,100,0.8,15,4.3
197,748,0,0,0,0,0,0,0,0,0,0,0,-1236,162.7,0,198,198,Jack Barmby,LEI,FWD,,0.2,0,4.2
286,748,54,0,0,0,0,0,0,0,0,-2,5,-394,165.7,3,287,287,Tom Lawrence,LEI,FWD,,0.1,-2,4.3
323,748,1252,0,0,2,21,4,0,0,0,99,171,-3987,160.6,25,324,324,Danny Simpson,LEI,DEF,100,0.2,99,4.1
398,748,1182,1,0,6,13,2,0,0,4,132,230,281,180.7,55,399,399,Robert Huth,LEI,DEF,100,0.5,132,4.7
531,748,2398,11,4,9,38,3,0,0,14,446,413,297892,199.3,130,532,532,Leonardo Ulloa,LEI,FWD,100,8.1,446,5
537,748,0,0,0,0,0,0,0,0,0,0,0,-8761,152,0,538,538,Zoumana Bakayogo,LEI,DEF,100,0.2,0,4
572,748,0,0,0,0,0,0,0,0,0,0,0,659,168.3,0,573,573,Tom Hopper,LEI,FWD,100,0.1,0,4.4
591,745,2415,5,2,8,37,1,0,0,9,331,429,135333,172,103,592,592,Esteban Cambiasso,LEI,MD,100,2.5,331,4.8
608,742,0,0,0,0,0,0,0,0,0,0,0,3338,140,0,609,609,Adam Smith,LEI,GK,,0.1,0,4
643,628,540,0,0,1,10,0,0,23,2,44,89,1667,103.5,19,644,644,Mark Schwarzer,LEI,GK,,0.1,44,4.5
662,517,577,2,0,2,8,0,0,0,1,99,97,2753,91.2,27,663,663,Andrej Kramaric,LEI,FWD,,0.1,99,5
198,742,0,0,0,0,0,0,0,0,0,0,0,-541,209,0,199,199,Jose Reina,LIV,GK,0,0,0,5.5
199,742,3225,0,0,14,43,0,0,89,6,384,604,194796,202.9,149,200,200,Simon Mignolet,LIV,GK,100,9.8,384,5.4
201,742,1332,1,1,4,17,2,0,0,5,178,275,-49108,200.6,57,202,202,Glen Johnson,LIV,DEF,100,0.7,178,5.2
202,742,2970,1,0,12,41,8,0,0,25,405,705,12615,223.5,124,203,203,Martin Skrtel,LIV,DEF,100,9.1,405,5.9
203,742,0,0,0,0,0,0,0,0,0,0,0,-8374,205.4,0,204,204,Daniel Agger,LIV,DEF,0,0.2,0,5.4
204,742,205,0,0,1,2,0,0,0,0,35,37,-15792,175.1,9,205,205,Jos_ Enrique Sanchez Diaz,LIV,DEF,100,0.2,35,4.5
207,742,0,0,0,0,0,0,0,0,0,0,0,-457,152,0,208,208,Conor Coady,LIV,DEF,0,0,0,4
208,742,712,0,0,2,12,0,0,0,3,84,157,-10039,180.5,25,209,209,Kolo Tour_,LIV,DEF,100,0.5,84,4.7
209,742,0,0,0,0,0,0,0,0,0,0,0,-17801,180.8,0,210,210,Jon Flanagan,LIV,DEF,0,0.2,0,4.7
210,742,1419,0,0,7,21,1,0,0,10,184,377,-12069,198.5,60,211,211,Mamadou Sakho,LIV,DEF,100,0.8,184,5.1
211,742,0,0,0,0,0,0,0,0,0,0,0,-5348,152,0,212,212,Tiago Ilori,LIV,DEF,0,0.1,0,4
212,742,0,0,0,0,0,0,0,0,0,0,0,-678,152,0,213,213,Brad Smith,LIV,DEF,0,0,0,4
213,742,2236,9,1,5,40,7,1,0,20,449,543,-107623,330.3,114,214,214,Steven Gerrard,LIV,MD,100,4,449,8.6
214,742,1313,0,0,7,20,4,0,0,0,220,231,-10397,164.6,37,215,215,Leiva Lucas,LIV,MD,100,1,220,4.3
215,742,3256,6,10,13,45,6,0,0,22,612,725,427459,235.3,162,216,216,Jordan Henderson,LIV,MD,100,22,612,6.6
216,742,3047,7,10,13,39,5,0,0,16,673,513,141184,323.7,158,217,217,Raheem Sterling,LIV,MD,100,28.4,673,8.3
217,742,1470,1,1,9,22,3,0,0,3,202,290,605,186.7,55,218,218,Joe Allen,LIV,MD,100,0.1,202,4.8
218,742,2792,5,7,11,43,3,0,0,15,620,558,108865,294.1,134,219,219,Philippe Coutinho,LIV,MD,100,9.3,620,7.9
219,742,617,0,0,3,7,0,0,0,0,92,78,14516,166.8,21,220,220,Jordon Ibe,LIV,MD,100,0.5,92,4.3
220,742,0,0,0,0,0,0,0,0,0,0,0,-1231,179.8,0,221,221,Jesœs Fern‡ndez Saez,LIV,MD,0,0,0,4.7
221,742,0,0,0,0,0,0,0,0,0,0,0,-184,167.6,0,222,222,Jordan Rossiter,LIV,MD,100,0,0,4.4
222,742,0,0,0,0,0,0,0,0,0,0,0,-889,171,0,223,223,Jo‹o Carlos Vilaça Teixeira,LIV,MD,0,0,0,4.5
223,742,231,0,1,0,4,1,0,0,0,46,33,-1690,183.5,13,224,224,Oussama Assaidi,LIV,MD,0,0,46,4.8
224,742,2064,1,1,11,27,2,1,0,3,294,404,-7686,198.3,66,225,225,Emre Can,LIV,MD,100,0.3,294,5.2
225,742,1779,5,3,9,22,4,0,0,7,350,346,-9399,317.2,93,226,226,Adam Lallana,LIV,MD,100,0.5,350,8.3
226,742,752,4,3,3,9,0,0,0,2,192,152,-682189,425,46,227,227,Daniel Sturridge,LIV,FWD,0,7.7,192,11.1
227,742,0,0,0,0,0,0,0,0,0,0,0,-7,228,0,228,228,Iago Aspas,LIV,FWD,,0,0,6
228,742,839,2,4,2,11,2,0,0,0,163,144,-172415,263.1,50,229,229,Rickie Lambert,LIV,FWD,,1.8,163,6.8
229,742,399,1,1,2,7,1,1,0,1,53,48,-11795,230.5,19,230,230,Fabio Borini,LIV,FWD,100,0.2,53,6
343,742,2037,0,0,6,28,4,0,0,5,195,407,-709429,193.4,66,344,344,Dejan Lovren,LIV,DEF,100,9.9,195,4.9
523,742,934,2,1,4,11,0,0,0,3,150,186,-6184,273.8,47,524,524,Lazar Markovic,LIV,MD,100,0.2,150,7
549,742,759,0,0,2,11,3,0,0,1,93,116,-12975,176.3,22,550,550,Javier Manquillo,LIV,DEF,,0.3,93,4.4
554,742,195,0,0,0,5,0,0,4,0,13,23,-470,186.9,4,555,555,Bradley Jones,LIV,GK,100,0,13,4.9
578,741,2254,2,0,10,33,6,0,0,7,290,457,220215,195.5,94,579,579,Alberto Moreno,LIV,DEF,100,5.4,290,5.1
586,739,939,1,2,4,11,5,0,0,1,172,44,21268,337.2,32,587,587,Mario Balotelli,LIV,FWD,100,1.2,172,9.2
649,589,0,0,0,0,0,0,0,0,0,0,0,23,105,0,650,650,Oluwaseyi Ojo,LIV,MD,,0,0,5
651,571,0,0,0,0,0,0,0,0,0,0,0,3744,80,0,652,652,Danny Ward,LIV,GK,100,0.1,0,4
663,511,0,0,0,0,0,0,0,0,0,0,0,776,68,0,664,664,Jordan Williams,LIV,DEF,100,0,0,4
690,277,0,0,0,0,0,0,0,0,0,0,0,95,36,0,691,691,Cameron Brannagan,LIV,MD,,0,0,4.5
698,111,27,0,0,0,1,0,0,0,0,2,7,90,13.5,2,699,699,Jerome Sinclair,LIV,FWD,,0,2,4.5
230,741,3240,0,0,14,34,1,0,87,3,414,558,14524,230.5,142,231,231,Joe Hart,MCI,GK,,7,414,6.1
231,741,180,0,0,0,4,0,0,6,0,30,24,-2862,199.4,3,232,232,Willy Caballero,MCI,GK,,0.1,30,5.1
232,741,1489,2,3,9,12,4,0,0,6,330,397,-110616,219.1,92,233,233,Aleksandar Kolarov,MCI,DEF,100,4.2,330,5.8
233,741,0,0,0,0,0,0,0,0,0,0,0,-4301,186.4,0,234,234,Micah Richards,MCI,DEF,0,0.1,0,4.9
234,741,2585,1,4,11,30,6,1,0,8,410,607,-52758,245.3,106,235,235,Pablo Zabaleta,MCI,DEF,100,5.3,410,6.4
235,741,2034,0,0,7,23,7,0,0,5,246,417,-161567,244.3,66,236,236,Vincent Kompany,MCI,DEF,100,8.5,246,6.4
236,741,2057,1,3,6,27,1,0,0,18,351,505,89486,209,93,237,237,Ga‘l Clichy,MCI,DEF,100,7.4,351,5.3
237,741,0,0,0,0,0,0,0,0,0,0,0,-480,171,0,238,238,Karim Rekik,MCI,DEF,0,0,0,4.5
238,741,0,0,0,0,0,0,0,0,0,0,0,-13374,195.3,0,239,239,Matija Nastasic,MCI,DEF,0,0.2,0,5.1
239,741,92,0,0,0,1,1,0,0,0,16,17,-1407,161.6,2,240,240,Dedryck Boyata,MCI,DEF,100,0.1,16,4.2
240,741,2562,1,0,9,30,6,0,0,1,353,540,-5745,225.2,84,241,241,Mart’n Demichelis,MCI,DEF,100,1.4,353,5.9
241,741,741,0,0,2,9,1,0,0,0,106,142,-70083,197.1,22,242,242,Bacary Sagna,MCI,DEF,100,1.3,106,5.1
243,741,1570,2,6,7,17,5,0,0,6,372,398,-147148,312.9,78,244,244,Samir Nasri,MCI,MD,100,1.7,372,8.2
244,741,2646,12,12,12,32,8,0,0,28,742,790,502287,352.9,191,245,245,David Silva,MCI,MD,100,24.9,742,9.8
245,741,2353,10,1,12,24,5,0,0,19,595,592,-393408,408.4,134,246,246,Gnegneri Yaya Tour_,MCI,MD,100,6.9,595,10.8
246,741,1749,5,8,7,19,6,0,0,8,427,393,30921,204.9,107,247,247,James Milner,MCI,MD,100,1.7,427,5.4
247,741,0,0,0,0,0,0,0,0,0,0,0,-7770,171,0,248,248,Francisco Javier Garc’a Fern‡ndez,MCI,MD,0,0.1,0,4.5
