Name,MP ,GS ,A ,CS ,GC ,OG ,PS ,PM ,YC ,RC ,S ,B ,ESP ,BPS ,TP ,Team,Score,Opponent,H/A,GW,Pos,Difficulty rank,Difficulty desc,PID,B (PPI),B +/-,Own%
Mertesacker,90,0,0,0,1,0,0,0,0,0,0,0,9,5,2,ARS,3 - 1,WHU,Away,18,DEF,16,Difficult,8,0,,24.7%
Walcott,90,2,0,0,1,0,0,0,0,0,0,3,56,17,15,ARS,3 - 1,WHU,Away,18,MID,16,Difficult,12,3,0,6.1%
Ramsey,64,0,0,0,1,0,0,0,0,0,0,0,17,3,2,ARS,3 - 1,WHU,Away,18,MID,16,Difficult,13,0,,61.0%
Arteta,90,0,0,0,1,0,0,0,0,0,0,0,15,7,2,ARS,3 - 1,WHU,Away,18,MID,16,Difficult,15,0,,1.2%
Cazorla,90,0,1,0,1,0,0,0,1,0,0,1,29,10,5,ARS,3 - 1,WHU,Away,18,MID,16,Difficult,18,1,0,1.9%
Flamini,10,0,0,0,0,0,0,0,0,0,0,0,2,1,1,ARS,3 - 1,WHU,Away,18,MID,16,Difficult,557,0,,0.1%
Özil,80,0,0,0,1,0,0,0,0,0,0,0,23,5,2,ARS,3 - 1,WHU,Away,18,MID,16,Difficult,578,0,,26.7%
Podolski,26,1,1,0,0,0,0,0,0,0,0,2,32,11,10,ARS,3 - 1,WHU,Away,18,FWD,16,Difficult,21,2,0,1.2%
Giroud,84,0,1,0,1,0,0,0,0,0,0,0,13,4,5,ARS,3 - 1,WHU,Away,18,FWD,16,Difficult,22,0,,25.7%
Bendtner,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,ARS,3 - 1,WHU,Away,18,FWD,16,Difficult,587,0,,0.0%
Guzan,90,0,0,0,1,0,0,0,0,0,6,0,9,4,4,AVL,0 - 1,CRY,Home,18,GKP,1,Very favourable,26,0,,4.7%
Baker,90,0,0,0,1,0,0,0,1,0,0,0,-2,1,1,AVL,0 - 1,CRY,Home,18,DEF,1,Very favourable,27,0,,11.7%
Clark,90,0,0,0,1,0,0,0,0,0,0,0,14,5,2,AVL,0 - 1,CRY,Home,18,DEF,1,Very favourable,28,0,,2.4%
Lowton,90,0,0,0,1,0,0,0,0,0,0,0,5,3,2,AVL,0 - 1,CRY,Home,18,DEF,1,Very favourable,30,0,,0.9%
Luna,66,0,0,1,0,0,0,0,0,0,0,1,4,7,7,AVL,0 - 1,CRY,Home,18,DEF,1,Very favourable,34,0,1,0.9%
Delph,90,0,0,0,1,0,0,0,0,0,0,0,1,3,2,AVL,0 - 1,CRY,Home,18,MID,1,Very favourable,37,0,,1.6%
Albrighton,90,0,0,0,1,0,0,0,0,0,0,0,7,4,2,AVL,0 - 1,CRY,Home,18,MID,1,Very favourable,38,0,,0.1%
El Ahmadi,90,0,0,0,1,0,0,0,1,0,0,0,17,3,1,AVL,0 - 1,CRY,Home,18,MID,1,Very favourable,43,0,,2.1%
Bacuna,24,0,0,0,1,0,0,0,0,0,0,0,1,1,1,AVL,0 - 1,CRY,Home,18,MID,1,Very favourable,46,0,,2.8%
Tonev,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,AVL,0 - 1,CRY,Home,18,MID,1,Very favourable,47,0,,0.2%
Agbonlahor,90,0,0,0,1,0,0,0,0,0,0,0,5,2,2,AVL,0 - 1,CRY,Home,18,FWD,1,Very favourable,50,0,,1.1%
Weimann,86,0,0,1,0,0,0,0,0,0,0,0,5,1,2,AVL,0 - 1,CRY,Home,18,FWD,1,Very favourable,51,0,,1.7%
Bowery,14,0,0,0,1,0,0,0,0,0,0,0,8,1,1,AVL,0 - 1,CRY,Home,18,FWD,1,Very favourable,52,0,,0.3%
Kozák,76,0,0,1,0,0,0,0,0,0,0,0,2,2,2,AVL,0 - 1,CRY,Home,18,FWD,1,Very favourable,574,0,,0.1%
Marshall,90,0,0,0,3,0,0,0,0,0,3,0,6,5,2,CAR,0 - 3,SOU,Home,18,GKP,15,Difficult,55,0,,5.0%
Taylor,60,0,0,0,3,0,0,0,0,0,0,0,-2,2,1,CAR,0 - 3,SOU,Home,18,DEF,15,Difficult,58,0,,0.2%
Turner,90,0,0,0,3,0,0,0,0,0,0,0,3,3,1,CAR,0 - 3,SOU,Home,18,DEF,15,Difficult,60,0,,5.6%
Caulker,90,0,0,0,3,0,0,0,0,0,0,0,-2,3,1,CAR,0 - 3,SOU,Home,18,DEF,15,Difficult,429,0,,5.8%
John,30,0,0,0,0,0,0,0,0,0,0,0,3,1,1,CAR,0 - 3,SOU,Home,18,DEF,15,Difficult,531,0,,0.5%
Théophile,90,0,0,0,3,0,0,0,0,0,0,0,-1,2,1,CAR,0 - 3,SOU,Home,18,DEF,15,Difficult,565,0,,0.1%
Whittingham,90,0,0,0,3,0,0,0,0,0,0,0,2,4,2,CAR,0 - 3,SOU,Home,18,MID,15,Difficult,63,0,,7.3%
Kim Bo-Kyung,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CAR,0 - 3,SOU,Home,18,MID,15,Difficult,66,0,,0.4%
Noone,90,0,0,0,3,0,0,0,1,0,0,0,1,0,1,CAR,0 - 3,SOU,Home,18,MID,15,Difficult,67,0,,0.0%
Gunnarsson,79,0,0,0,3,0,0,0,0,0,0,0,3,2,2,CAR,0 - 3,SOU,Home,18,MID,15,Difficult,68,0,,0.8%
Mutch,90,0,0,0,3,0,0,0,0,0,0,0,3,2,2,CAR,0 - 3,SOU,Home,18,MID,15,Difficult,69,0,,2.1%
Campbell,90,0,0,0,3,0,0,0,0,0,0,0,-6,1,2,CAR,0 - 3,SOU,Home,18,FWD,15,Difficult,75,0,,5.3%
Cornelius,45,0,0,0,0,0,0,0,0,0,0,0,-3,0,1,CAR,0 - 3,SOU,Home,18,FWD,15,Difficult,76,0,,0.1%
Odemwingie,45,0,0,0,3,0,0,0,0,0,0,0,2,1,1,CAR,0 - 3,SOU,Home,18,FWD,15,Difficult,468,0,,0.4%
Cech,90,0,0,1,0,0,0,0,0,0,1,0,14,6,6,CHE,1 - 0,SWA,Home,18,GKP,11,Average,77,0,,9.3%
David Luiz,90,0,0,1,0,0,0,0,0,0,0,0,14,6,6,CHE,1 - 0,SWA,Home,18,DEF,11,Average,80,0,,6.0%
Terry,90,0,0,1,0,0,0,0,0,0,0,1,16,8,7,CHE,1 - 0,SWA,Home,18,DEF,11,Average,82,0,1,16.7%
Ivanovic,90,0,0,1,0,0,0,0,0,0,0,0,11,7,6,CHE,1 - 0,SWA,Home,18,DEF,11,Average,83,0,,20.2%
Cole,90,0,1,1,0,0,0,0,0,0,0,3,22,11,12,CHE,1 - 0,SWA,Home,18,DEF,11,Average,84,0,3,3.2%
Ramires,90,0,0,1,0,0,0,0,1,0,0,0,24,1,2,CHE,1 - 0,SWA,Home,18,MID,11,Average,88,2,-2,4.0%
Lampard,24,0,0,0,0,0,0,0,0,0,0,0,12,1,1,CHE,1 - 0,SWA,Home,18,MID,11,Average,89,0,,8.7%
Mikel,90,0,0,1,0,0,0,0,0,0,0,0,15,5,3,CHE,1 - 0,SWA,Home,18,MID,11,Average,91,0,,1.0%
Mata,71,0,0,1,0,0,0,0,0,0,0,0,16,6,3,CHE,1 - 0,SWA,Home,18,MID,11,Average,92,0,,3.6%
Hazard,81,1,0,1,0,0,0,0,0,0,0,2,42,9,10,CHE,1 - 0,SWA,Home,18,MID,11,Average,94,3,-1,26.6%
Oscar,66,0,0,1,0,0,0,0,0,0,0,0,10,3,3,CHE,1 - 0,SWA,Home,18,MID,11,Average,96,0,,9.6%
Schürrle,19,0,0,0,0,0,0,0,0,0,0,0,3,1,1,CHE,1 - 0,SWA,Home,18,MID,11,Average,97,0,,0.8%
Willian,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,CHE,1 - 0,SWA,Home,18,MID,11,Average,559,0,,0.1%
Eto'o,90,0,0,1,0,0,0,0,0,0,0,0,23,1,2,CHE,1 - 0,SWA,Home,18,FWD,11,Average,560,1,-1,0.4%
Howard,22,0,0,0,1,0,0,0,0,1,1,0,-2,-3,-2,EVE,0 - 1,SUN,Home,18,GKP,3,Very favourable,121,0,,10.0%
Robles,67,0,0,0,1,0,0,0,0,0,4,0,6,3,3,EVE,0 - 1,SUN,Home,18,GKP,3,Very favourable,123,0,,0.2%
Jagielka,90,0,0,0,1,0,0,0,0,0,0,0,9,5,2,EVE,0 - 1,SUN,Home,18,DEF,3,Very favourable,125,0,,24.8%
Distin,90,0,0,0,1,0,0,0,0,0,0,0,4,6,2,EVE,0 - 1,SUN,Home,18,DEF,3,Very favourable,128,0,,8.7%
Coleman,90,0,0,0,1,0,0,0,0,0,0,0,6,3,2,EVE,0 - 1,SUN,Home,18,DEF,3,Very favourable,130,0,,40.9%
Osman,23,0,0,0,0,0,0,0,0,0,0,0,2,0,1,EVE,0 - 1,SUN,Home,18,MID,3,Very favourable,132,0,,1.4%
Barkley,45,0,0,0,0,0,0,0,0,0,0,0,3,0,1,EVE,0 - 1,SUN,Home,18,MID,3,Very favourable,135,0,,29.8%
Pienaar,75,0,0,0,1,0,0,0,0,0,0,0,6,4,2,EVE,0 - 1,SUN,Home,18,MID,3,Very favourable,136,0,,1.8%
Oviedo,90,0,0,0,1,0,0,0,0,0,0,0,16,6,2,EVE,0 - 1,SUN,Home,18,MID,3,Very favourable,137,0,,2.6%
Mirallas,45,0,0,0,1,0,0,0,0,0,0,0,3,0,1,EVE,0 - 1,SUN,Home,18,MID,3,Very favourable,138,0,,5.1%
Barry,90,0,0,0,1,0,0,0,1,0,0,0,13,3,1,EVE,0 - 1,SUN,Home,18,MID,3,Very favourable,233,0,,0.9%
McCarthy,90,0,0,0,1,0,0,0,0,0,0,0,4,6,2,EVE,0 - 1,SUN,Home,18,MID,3,Very favourable,577,0,,0.2%
Lukaku,90,0,0,0,1,0,0,0,0,0,0,0,10,1,2,EVE,0 - 1,SUN,Home,18,FWD,3,Very favourable,101,0,,33.7%
Jelavic,15,0,0,0,0,0,0,0,0,0,0,0,3,0,1,EVE,0 - 1,SUN,Home,18,FWD,3,Very favourable,142,0,,0.9%
McGregor,45,0,0,0,2,0,0,0,0,0,1,0,2,1,0,HUL,2 - 3,MUN,Home,18,GKP,26,Very difficult,170,0,,7.4%
Harper,45,0,0,0,1,0,0,0,0,0,1,0,2,1,1,HUL,2 - 3,MUN,Home,18,GKP,26,Very difficult,506,0,,8.4%
Chester,90,1,0,0,3,1,0,0,0,0,0,0,29,4,5,HUL,2 - 3,MUN,Home,18,DEF,26,Very difficult,172,1,-1,3.4%
Bruce,90,0,1,0,3,0,0,0,1,0,0,0,3,4,3,HUL,2 - 3,MUN,Home,18,DEF,26,Very difficult,177,0,,0.6%
Figueroa,72,0,0,0,3,0,0,0,1,0,0,0,2,1,0,HUL,2 - 3,MUN,Home,18,DEF,26,Very difficult,178,0,,1.9%
Davies,90,0,0,0,3,0,0,0,0,0,0,0,2,4,1,HUL,2 - 3,MUN,Home,18,DEF,26,Very difficult,179,0,,2.6%
Koren,45,0,0,0,1,0,0,0,0,0,0,0,-2,1,1,HUL,2 - 3,MUN,Home,18,MID,26,Very difficult,181,0,,0.1%
Meyler,45,1,0,0,2,0,0,0,0,0,0,1,17,7,7,HUL,2 - 3,MUN,Home,18,MID,26,Very difficult,184,0,1,0.3%
Elmohamady,90,0,0,0,3,0,0,0,0,0,0,0,6,1,2,HUL,2 - 3,MUN,Home,18,MID,26,Very difficult,185,0,,0.6%
Boyd,18,0,0,0,0,0,0,0,0,0,0,0,1,3,1,HUL,2 - 3,MUN,Home,18,MID,26,Very difficult,186,0,,0.1%
Huddlestone,90,0,0,0,3,0,0,0,0,0,0,0,4,4,2,HUL,2 - 3,MUN,Home,18,MID,26,Very difficult,436,0,,0.9%
Livermore,90,0,0,0,3,0,0,0,0,0,0,0,10,4,2,HUL,2 - 3,MUN,Home,18,MID,26,Very difficult,437,0,,1.1%
Graham,90,0,0,0,3,0,0,0,0,0,0,0,9,0,2,HUL,2 - 3,MUN,Home,18,FWD,26,Very difficult,388,0,,0.7%
Sagbo,90,0,0,0,3,0,0,0,0,0,0,0,13,3,2,HUL,2 - 3,MUN,Home,18,FWD,26,Very difficult,527,0,,1.0%
Hart,90,0,0,0,1,0,0,0,0,0,4,0,17,4,3,MCI,2 - 1,LIV,Home,18,GKP,23,Difficult,217,0,,6.1%
Kolarov,90,0,0,0,1,0,0,0,0,0,0,0,24,6,2,MCI,2 - 1,LIV,Home,18,DEF,23,Difficult,220,0,,1.5%
Zabaleta,90,0,0,0,1,0,0,0,1,0,0,0,13,3,1,MCI,2 - 1,LIV,Home,18,DEF,23,Difficult,222,0,,21.7%
Lescott,90,0,0,0,1,0,0,0,0,0,0,0,17,4,2,MCI,2 - 1,LIV,Home,18,DEF,23,Difficult,223,0,,1.7%
Kompany,90,1,0,0,1,0,0,0,0,0,0,0,26,9,8,MCI,2 - 1,LIV,Home,18,DEF,23,Difficult,224,2,-2,4.2%
Nasri,71,0,0,0,1,0,0,0,0,0,0,0,22,6,2,MCI,2 - 1,LIV,Home,18,MID,23,Difficult,230,0,,7.0%
Silva,86,0,1,0,1,0,0,0,0,0,0,2,24,10,7,MCI,2 - 1,LIV,Home,18,MID,23,Difficult,231,0,2,6.0%
Yaya Touré,90,0,0,0,1,0,0,0,0,0,0,0,10,2,2,MCI,2 - 1,LIV,Home,18,MID,23,Difficult,232,0,,42.1%
Milner,19,0,0,0,0,0,0,0,0,0,0,0,3,1,1,MCI,2 - 1,LIV,Home,18,MID,23,Difficult,234,0,,0.7%
Javi García,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MCI,2 - 1,LIV,Home,18,MID,23,Difficult,237,0,,0.2%
Navas,90,0,1,0,1,0,0,0,0,0,0,2,14,10,7,MCI,2 - 1,LIV,Home,18,MID,23,Difficult,238,0,2,2.2%
Fernandinho,90,0,0,0,1,0,0,0,0,0,0,0,17,3,2,MCI,2 - 1,LIV,Home,18,MID,23,Difficult,239,0,,1.2%
Dzeko,14,0,0,0,0,0,0,0,0,0,0,0,2,1,1,MCI,2 - 1,LIV,Home,18,FWD,23,Difficult,240,0,,4.4%
Negredo,76,1,0,0,1,0,0,0,0,0,0,3,40,11,9,MCI,2 - 1,LIV,Home,18,FWD,23,Difficult,502,3,0,15.1%
Krul,90,0,0,0,1,0,0,0,0,0,2,0,14,2,2,NEW,5 - 1,STK,Home,18,GKP,6,Favourable,268,0,,6.2%
Williamson,90,0,0,0,1,0,0,0,0,0,0,0,20,3,2,NEW,5 - 1,STK,Home,18,DEF,6,Favourable,271,0,,1.0%
Coloccini,90,0,0,0,1,0,0,0,0,0,0,0,13,5,2,NEW,5 - 1,STK,Home,18,DEF,6,Favourable,273,0,,2.6%
Santon,60,0,0,0,1,0,0,0,0,0,0,0,11,2,2,NEW,5 - 1,STK,Home,18,DEF,6,Favourable,275,0,,1.9%
Debuchy,90,0,1,0,1,0,0,0,1,0,0,0,21,6,4,NEW,5 - 1,STK,Home,18,DEF,6,Favourable,277,0,,4.4%
Haidara,30,0,0,0,0,0,0,0,0,0,0,0,7,1,1,NEW,5 - 1,STK,Home,18,DEF,6,Favourable,279,0,,0.0%
Ben Arfa,90,0,2,0,1,0,0,0,0,0,0,0,19,7,8,NEW,5 - 1,STK,Home,18,MID,6,Favourable,282,0,,7.5%
Cabaye,90,1,0,0,1,0,0,0,0,0,0,1,24,9,8,NEW,5 - 1,STK,Home,18,MID,6,Favourable,287,0,1,11.3%
Anita,45,0,0,0,1,0,0,0,0,0,0,0,7,1,1,NEW,5 - 1,STK,Home,18,MID,6,Favourable,290,0,,0.3%
Sissoko,90,0,1,0,1,0,0,0,0,0,0,0,23,7,5,NEW,5 - 1,STK,Home,18,MID,6,Favourable,291,0,,1.8%
Shola Ameobi,45,0,0,0,0,0,0,0,0,0,0,0,4,1,1,NEW,5 - 1,STK,Home,18,FWD,6,Favourable,292,0,,0.3%
Cissé,19,1,0,0,0,0,0,0,0,0,0,0,26,8,5,NEW,5 - 1,STK,Home,18,FWD,6,Favourable,294,1,-1,0.7%
Gouffran,71,1,0,0,1,0,0,0,0,0,0,2,23,10,8,NEW,5 - 1,STK,Home,18,FWD,6,Favourable,296,0,2,2.1%
Remy,90,2,0,0,1,0,0,1,0,0,0,3,58,20,11,NEW,5 - 1,STK,Home,18,FWD,6,Favourable,529,3,0,14.5%
Ruddy,90,0,0,0,2,0,0,0,0,0,4,0,8,4,2,NOR,1 - 2,FUL,Home,18,GKP,5,Favourable,297,0,,2.1%
Whittaker,90,0,0,0,2,0,0,0,0,0,0,0,8,3,1,NOR,1 - 2,FUL,Home,18,DEF,5,Favourable,304,0,,15.7%
Turner,90,0,0,0,2,0,0,0,1,0,0,0,2,4,0,NOR,1 - 2,FUL,Home,18,DEF,5,Favourable,305,0,,1.2%
Bassong,90,0,0,0,2,0,0,0,0,0,0,0,7,3,1,NOR,1 - 2,FUL,Home,18,DEF,5,Favourable,307,0,,1.2%
Olsson,90,0,0,0,2,0,0,0,0,0,0,0,2,3,1,NOR,1 - 2,FUL,Home,18,DEF,5,Favourable,308,0,,1.0%
Hoolahan,19,0,0,0,1,0,0,0,0,0,0,0,4,1,1,NOR,1 - 2,FUL,Home,18,MID,5,Favourable,310,0,,0.5%
Johnson,90,0,0,0,2,0,0,0,0,0,0,0,0,2,2,NOR,1 - 2,FUL,Home,18,MID,5,Favourable,312,0,,1.0%
Snodgrass,71,0,0,0,1,0,0,0,0,0,0,0,5,2,2,NOR,1 - 2,FUL,Home,18,MID,5,Favourable,316,0,,3.5%
Redmond,90,0,0,0,2,0,0,0,1,0,0,0,3,0,1,NOR,1 - 2,FUL,Home,18,MID,5,Favourable,318,0,,2.6%
Fer,90,0,0,0,2,0,0,0,1,0,0,0,12,2,1,NOR,1 - 2,FUL,Home,18,MID,5,Favourable,498,0,,2.7%
v. Wolfswinkel,28,0,0,0,1,0,0,0,0,0,0,0,1,1,1,NOR,1 - 2,FUL,Home,18,FWD,5,Favourable,320,0,,1.4%
Hooper,90,1,0,0,2,0,0,0,0,0,0,1,19,8,7,NOR,1 - 2,FUL,Home,18,FWD,5,Favourable,515,0,1,1.4%
Elmander,62,0,1,0,1,0,0,0,0,0,0,0,10,5,5,NOR,1 - 2,FUL,Home,18,FWD,5,Favourable,552,0,,0.1%
Lloris,90,0,0,0,1,0,0,0,0,0,3,0,9,4,3,TOT,1 - 1,WBA,Home,18,GKP,8,Favourable,423,0,,6.1%
Dawson,90,0,0,0,1,0,0,0,0,0,0,0,8,5,2,TOT,1 - 1,WBA,Home,18,DEF,8,Favourable,424,0,,12.8%
Walker,90,0,1,0,1,0,0,0,1,0,0,1,22,7,5,TOT,1 - 1,WBA,Home,18,DEF,8,Favourable,427,1,0,14.0%
Chiriches,90,0,0,0,1,0,0,0,0,0,0,0,7,4,2,TOT,1 - 1,WBA,Home,18,DEF,8,Favourable,564,0,,0.4%
Rose,90,0,0,0,1,0,0,0,0,0,0,2,18,8,4,TOT,1 - 1,WBA,Home,18,MID,8,Favourable,441,0,2,0.4%
Sigurdsson,90,0,0,0,1,0,0,0,0,0,0,0,1,1,2,TOT,1 - 1,WBA,Home,18,MID,8,Favourable,442,0,,3.5%
Holtby,62,0,0,0,1,0,0,0,0,0,0,0,2,1,2,TOT,1 - 1,WBA,Home,18,MID,8,Favourable,443,0,,0.2%
Chadli,74,0,0,0,1,0,0,0,0,0,0,0,2,3,2,TOT,1 - 1,WBA,Home,18,MID,8,Favourable,514,0,,0.2%
Lamela,16,0,0,0,0,0,0,0,0,0,0,0,4,1,1,TOT,1 - 1,WBA,Home,18,MID,8,Favourable,558,0,,0.1%
Eriksen,90,1,0,0,1,0,0,0,1,0,0,3,33,10,9,TOT,1 - 1,WBA,Home,18,MID,8,Favourable,561,3,0,1.5%
Bentaleb,28,0,0,0,0,0,0,0,0,0,0,0,3,1,1,TOT,1 - 1,WBA,Home,18,MID,8,Favourable,608,0,,0.0%
Adebayor,90,0,0,0,1,0,0,0,0,0,0,0,7,0,2,TOT,1 - 1,WBA,Home,18,FWD,8,Favourable,447,0,,3.2%
Soldado,90,0,0,0,1,0,0,0,1,0,0,0,0,2,1,TOT,1 - 1,WBA,Home,18,FWD,8,Favourable,526,0,,5.9%
Adrián,90,0,0,0,3,0,0,0,0,0,5,0,7,3,2,WHU,1 - 3,ARS,Home,18,GKP,32,Extremely difficult,474,0,,0.2%
Collins,37,0,0,0,0,0,0,0,0,0,0,0,4,1,1,WHU,1 - 3,ARS,Home,18,DEF,32,Extremely difficult,475,0,,3.2%
O'Brien,62,0,0,1,0,0,0,0,1,0,0,0,6,2,5,WHU,1 - 3,ARS,Home,18,DEF,32,Extremely difficult,476,0,,1.1%
Demel,28,0,0,0,3,0,0,0,0,0,0,0,8,1,0,WHU,1 - 3,ARS,Home,18,DEF,32,Extremely difficult,478,0,,1.4%
Tomkins,90,0,0,0,3,0,0,0,0,0,0,0,9,3,1,WHU,1 - 3,ARS,Home,18,DEF,32,Extremely difficult,480,0,,0.2%
McCartney,90,0,0,0,3,0,0,0,0,0,0,0,6,3,1,WHU,1 - 3,ARS,Home,18,DEF,32,Extremely difficult,481,0,,0.4%
Rat,53,0,0,0,3,0,0,0,0,0,0,0,6,2,0,WHU,1 - 3,ARS,Home,18,DEF,32,Extremely difficult,483,0,,0.5%
Joe Cole,90,0,0,0,3,0,0,0,0,0,0,0,-2,1,2,WHU,1 - 3,ARS,Home,18,MID,32,Extremely difficult,484,0,,1.8%
Taylor,16,0,0,0,1,0,0,0,0,0,0,0,3,1,1,WHU,1 - 3,ARS,Home,18,MID,32,Extremely difficult,486,0,,0.1%
Noble,90,0,0,0,3,0,0,0,0,0,0,0,20,6,2,WHU,1 - 3,ARS,Home,18,MID,32,Extremely difficult,487,0,,1.1%
Nolan,74,0,1,0,2,0,0,0,0,0,0,0,14,5,5,WHU,1 - 3,ARS,Home,18,MID,32,Extremely difficult,489,0,,6.6%
Diamé,90,0,0,0,3,0,0,0,0,0,0,0,4,1,2,WHU,1 - 3,ARS,Home,18,MID,32,Extremely difficult,490,0,,1.9%
Jarvis,90,0,0,0,3,0,0,0,0,0,0,0,9,1,2,WHU,1 - 3,ARS,Home,18,MID,32,Extremely difficult,492,0,,1.2%
Cole,90,1,0,0,3,0,0,0,0,0,0,0,22,8,6,WHU,1 - 3,ARS,Home,18,FWD,32,Extremely difficult,592,0,,0.1%
Tremmel,90,0,0,0,1,0,0,0,0,0,2,0,7,3,2,SWA,1 - 1,AVL,Away,19,GKP,9,Average,395,0,,0.4%
Williams,90,0,0,0,1,0,0,0,0,0,0,0,7,6,2,SWA,1 - 1,AVL,Away,19,DEF,9,Average,397,0,,6.5%
Rangel,36,0,0,0,0,0,0,0,1,0,0,0,2,0,0,SWA,1 - 1,AVL,Away,19,DEF,9,Average,401,0,,1.1%
Chico,90,0,0,0,1,0,0,0,0,0,0,0,11,5,2,SWA,1 - 1,AVL,Away,19,DEF,9,Average,402,0,,1.6%
Davies,90,0,0,0,1,0,0,0,0,0,0,0,5,2,2,SWA,1 - 1,AVL,Away,19,DEF,9,Average,404,0,,2.1%
Tiendalli,54,0,0,0,1,0,0,0,0,0,0,0,4,1,1,SWA,1 - 1,AVL,Away,19,DEF,9,Average,405,0,,0.1%
De Guzmán,90,0,0,0,1,0,0,0,0,0,0,1,14,7,3,SWA,1 - 1,AVL,Away,19,MID,9,Average,411,0,1,1.2%
Hernández,90,0,1,0,1,0,0,0,0,0,0,1,27,7,6,SWA,1 - 1,AVL,Away,19,MID,9,Average,413,3,-2,2.1%
Lamah,67,1,0,0,1,0,0,0,1,0,0,2,20,8,8,SWA,1 - 1,AVL,Away,19,MID,9,Average,414,2,0,0.1%
Álex Pozuelo,23,0,0,0,0,0,0,0,0,0,0,0,3,1,1,SWA,1 - 1,AVL,Away,19,MID,9,Average,415,0,,0.8%
Shelvey,90,0,0,0,1,0,0,0,0,0,0,0,10,4,2,SWA,1 - 1,AVL,Away,19,MID,9,Average,416,0,,8.3%
José Cañas,90,0,0,0,1,0,0,0,0,0,0,0,9,6,2,SWA,1 - 1,AVL,Away,19,MID,9,Average,505,0,,0.5%
Bony,83,0,0,0,1,0,0,0,0,0,0,0,1,2,2,SWA,1 - 1,AVL,Away,19,FWD,9,Average,420,0,,2.9%
Álvaro,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,SWA,1 - 1,AVL,Away,19,FWD,9,Average,566,0,,0.0%
Mannone,90,0,0,0,2,0,0,0,0,0,5,0,10,4,2,SUN,2 - 2,CAR,Away,19,GKP,7,Favourable,368,0,,5.0%
Bardsley,90,0,0,0,2,0,0,0,1,0,0,0,14,2,0,SUN,2 - 2,CAR,Away,19,DEF,7,Favourable,369,0,,1.7%
Diakité,90,0,0,0,2,0,0,0,0,0,0,0,9,3,1,SUN,2 - 2,CAR,Away,19,DEF,7,Favourable,374,0,,0.4%
Roberge,90,0,1,0,2,0,0,0,0,0,0,0,21,6,4,SUN,2 - 2,CAR,Away,19,DEF,7,Favourable,375,0,,0.1%
Dossena,90,0,0,0,2,0,0,0,0,0,0,0,12,4,1,SUN,2 - 2,CAR,Away,19,DEF,7,Favourable,570,0,,0.0%
Cattermole,73,0,0,0,2,0,0,0,1,0,0,0,1,5,1,SUN,2 - 2,CAR,Away,19,MID,7,Favourable,377,0,,0.0%
Colback,17,1,0,0,0,0,0,0,0,0,0,0,18,7,6,SUN,2 - 2,CAR,Away,19,MID,7,Favourable,378,0,,5.8%
Larsson,73,0,0,0,2,0,0,0,0,0,0,0,8,4,2,SUN,2 - 2,CAR,Away,19,MID,7,Favourable,379,0,,1.0%
Gardner,17,0,0,0,0,0,0,0,0,0,0,0,0,2,1,SUN,2 - 2,CAR,Away,19,MID,7,Favourable,380,0,,0.0%
Ki Sung-Yueng,90,0,0,0,2,0,0,0,0,0,0,0,25,4,2,SUN,2 - 2,CAR,Away,19,MID,7,Favourable,412,1,-1,0.3%
Giaccherini,90,0,1,0,2,0,0,0,0,0,0,1,14,8,6,SUN,2 - 2,CAR,Away,19,MID,7,Favourable,499,0,1,1.0%
Borini,45,0,0,0,1,0,0,0,0,0,0,0,16,1,1,SUN,2 - 2,CAR,Away,19,FWD,7,Favourable,215,0,,0.2%
Fletcher,45,1,0,0,1,0,0,0,0,0,0,1,25,8,6,SUN,2 - 2,CAR,Away,19,FWD,7,Favourable,389,1,0,0.1%
Altidore,90,0,0,0,2,0,0,0,0,0,0,0,10,1,2,SUN,2 - 2,CAR,Away,19,FWD,7,Favourable,393,0,,0.6%
Stockdale,90,0,0,0,6,0,0,0,0,0,7,0,9,6,1,FUL,0 - 6,HUL,Away,19,GKP,8,Favourable,146,0,,0.6%
Hughes,90,0,0,0,6,0,0,0,0,0,0,0,4,5,-1,FUL,0 - 6,HUL,Away,19,DEF,8,Favourable,151,0,,0.6%
Riise,90,0,0,0,6,0,0,0,0,0,0,0,10,3,-1,FUL,0 - 6,HUL,Away,19,DEF,8,Favourable,153,0,,0.9%
Amorebieta,90,0,0,0,6,0,0,0,0,0,0,0,10,5,-1,FUL,0 - 6,HUL,Away,19,DEF,8,Favourable,156,0,,0.3%
Zverotic,90,0,0,0,6,0,0,0,0,0,0,0,6,2,-1,FUL,0 - 6,HUL,Away,19,DEF,8,Favourable,562,0,,0.0%
Sidwell,90,0,0,0,6,0,0,0,0,0,0,0,5,3,2,FUL,0 - 6,HUL,Away,19,MID,8,Favourable,157,0,,2.8%
Kasami,90,0,0,0,6,0,0,0,0,0,0,0,4,3,2,FUL,0 - 6,HUL,Away,19,MID,8,Favourable,159,0,,5.1%
Kacaniklic,31,0,0,0,4,0,0,0,0,0,0,0,1,1,1,FUL,0 - 6,HUL,Away,19,MID,8,Favourable,161,0,,0.1%
